agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	number2	number3	completed
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer mist	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer mist.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer vermijdt	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer vermijdt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer steunt	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer steunt.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon begrijpt	De persoon gelooft dat de winnaar naast de boom openlijk de persoon begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon begrijpt.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon onderzoekt	De persoon gelooft dat de winnaar naast de boom openlijk de persoon onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon onderzoekt.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon ziet	De persoon gelooft dat de winnaar naast de boom openlijk de persoon zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon ziet.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon bekritiseert	De persoon gelooft dat de winnaar naast de boom openlijk de persoon bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon bekritiseert.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon groet	De persoon gelooft dat de winnaar naast de boom openlijk de persoon groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon groet.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon vertrouwt	De persoon gelooft dat de winnaar naast de boom openlijk de persoon vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon vertrouwt.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon herkent	De persoon gelooft dat de winnaar naast de boom openlijk de persoon herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon herkent.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon hoort	De persoon gelooft dat de winnaar naast de boom openlijk de persoon horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon hoort.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon verleidt	De persoon gelooft dat de winnaar naast de boom openlijk de persoon verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon verleidt.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon stimuleert	De persoon gelooft dat de winnaar naast de boom openlijk de persoon stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon stimuleert.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon kent	De persoon gelooft dat de winnaar naast de boom openlijk de persoon kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon kent.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon roept	De persoon gelooft dat de winnaar naast de boom openlijk de persoon roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon roept.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon mist	De persoon gelooft dat de winnaar naast de boom openlijk de persoon missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon mist.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon vermijdt	De persoon gelooft dat de winnaar naast de boom openlijk de persoon vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon vermijdt.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon steunt	De persoon gelooft dat de winnaar naast de boom openlijk de persoon steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon steunt.
De persoon gelooft dat de winnaar naast de boom openlijk de leider begrijpt	De persoon gelooft dat de winnaar naast de boom openlijk de leider begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider begrijpt.
De persoon gelooft dat de winnaar naast de boom openlijk de leider onderzoekt	De persoon gelooft dat de winnaar naast de boom openlijk de leider onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider onderzoekt.
De persoon gelooft dat de winnaar naast de boom openlijk de leider ziet	De persoon gelooft dat de winnaar naast de boom openlijk de leider zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider ziet.
De persoon gelooft dat de winnaar naast de boom openlijk de leider bekritiseert	De persoon gelooft dat de winnaar naast de boom openlijk de leider bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider bekritiseert.
De persoon gelooft dat de winnaar naast de boom openlijk de leider groet	De persoon gelooft dat de winnaar naast de boom openlijk de leider groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider groet.
De persoon gelooft dat de winnaar naast de boom openlijk de leider vertrouwt	De persoon gelooft dat de winnaar naast de boom openlijk de leider vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider vertrouwt.
De persoon gelooft dat de winnaar naast de boom openlijk de leider herkent	De persoon gelooft dat de winnaar naast de boom openlijk de leider herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider herkent.
De persoon gelooft dat de winnaar naast de boom openlijk de leider hoort	De persoon gelooft dat de winnaar naast de boom openlijk de leider horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider hoort.
De persoon gelooft dat de winnaar naast de boom openlijk de leider verleidt	De persoon gelooft dat de winnaar naast de boom openlijk de leider verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider verleidt.
De persoon gelooft dat de winnaar naast de boom openlijk de leider stimuleert	De persoon gelooft dat de winnaar naast de boom openlijk de leider stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider stimuleert.
De persoon gelooft dat de winnaar naast de boom openlijk de leider kent	De persoon gelooft dat de winnaar naast de boom openlijk de leider kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider kent.
De persoon gelooft dat de winnaar naast de boom openlijk de leider roept	De persoon gelooft dat de winnaar naast de boom openlijk de leider roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider roept.
De persoon gelooft dat de winnaar naast de boom openlijk de leider mist	De persoon gelooft dat de winnaar naast de boom openlijk de leider missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider mist.
De persoon gelooft dat de winnaar naast de boom openlijk de leider vermijdt	De persoon gelooft dat de winnaar naast de boom openlijk de leider vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider vermijdt.
De persoon gelooft dat de winnaar naast de boom openlijk de leider steunt	De persoon gelooft dat de winnaar naast de boom openlijk de leider steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider steunt.
De persoon gelooft dat de winnaar naast de boom openlijk de werkgever begrijpt	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever begrijpt.
De persoon gelooft dat de winnaar naast de boom openlijk de werkgever onderzoekt	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever onderzoekt.
De persoon gelooft dat de winnaar naast de boom openlijk de werkgever ziet	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever ziet.
De persoon gelooft dat de winnaar naast de boom openlijk de werkgever bekritiseert	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever bekritiseert.
De persoon gelooft dat de winnaar naast de boom openlijk de werkgever groet	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever groet.
De persoon gelooft dat de winnaar naast de boom openlijk de werkgever vertrouwt	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever vertrouwt.
De persoon gelooft dat de winnaar naast de boom openlijk de werkgever herkent	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever herkent.
De persoon gelooft dat de winnaar naast de boom openlijk de werkgever hoort	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever hoort.
De persoon gelooft dat de winnaar naast de boom openlijk de werkgever verleidt	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever verleidt.
De persoon gelooft dat de winnaar naast de boom openlijk de werkgever stimuleert	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever stimuleert.
De persoon gelooft dat de winnaar naast de boom openlijk de werkgever kent	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever kent.
De persoon gelooft dat de winnaar naast de boom openlijk de werkgever roept	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever roept.
De persoon gelooft dat de winnaar naast de boom openlijk de werkgever mist	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever mist.
De persoon gelooft dat de winnaar naast de boom openlijk de werkgever vermijdt	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever vermijdt.
De persoon gelooft dat de winnaar naast de boom openlijk de werkgever steunt	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de werkgever steunt.
De persoon gelooft dat de winnaar naast de boom openlijk de directeur begrijpt	De persoon gelooft dat de winnaar naast de boom openlijk de directeur begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de directeur begrijpt.
De persoon gelooft dat de winnaar naast de boom openlijk de directeur onderzoekt	De persoon gelooft dat de winnaar naast de boom openlijk de directeur onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de directeur onderzoekt.
De persoon gelooft dat de winnaar naast de boom openlijk de directeur ziet	De persoon gelooft dat de winnaar naast de boom openlijk de directeur zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de directeur ziet.
De persoon gelooft dat de winnaar naast de boom openlijk de directeur bekritiseert	De persoon gelooft dat de winnaar naast de boom openlijk de directeur bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de directeur bekritiseert.
De persoon gelooft dat de winnaar naast de boom openlijk de directeur groet	De persoon gelooft dat de winnaar naast de boom openlijk de directeur groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de directeur groet.
De persoon gelooft dat de winnaar naast de boom openlijk de directeur vertrouwt	De persoon gelooft dat de winnaar naast de boom openlijk de directeur vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de directeur vertrouwt.
De persoon gelooft dat de winnaar naast de boom openlijk de directeur herkent	De persoon gelooft dat de winnaar naast de boom openlijk de directeur herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de directeur herkent.
De persoon gelooft dat de winnaar naast de boom openlijk de directeur hoort	De persoon gelooft dat de winnaar naast de boom openlijk de directeur horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de directeur hoort.
De persoon gelooft dat de winnaar naast de boom openlijk de directeur verleidt	De persoon gelooft dat de winnaar naast de boom openlijk de directeur verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de directeur verleidt.
De persoon gelooft dat de winnaar naast de boom openlijk de directeur stimuleert	De persoon gelooft dat de winnaar naast de boom openlijk de directeur stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de directeur stimuleert.
De persoon gelooft dat de winnaar naast de boom openlijk de directeur kent	De persoon gelooft dat de winnaar naast de boom openlijk de directeur kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de directeur kent.
De persoon gelooft dat de winnaar naast de boom openlijk de directeur roept	De persoon gelooft dat de winnaar naast de boom openlijk de directeur roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de directeur roept.
De persoon gelooft dat de winnaar naast de boom openlijk de directeur mist	De persoon gelooft dat de winnaar naast de boom openlijk de directeur missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de directeur mist.
De persoon gelooft dat de winnaar naast de boom openlijk de directeur vermijdt	De persoon gelooft dat de winnaar naast de boom openlijk de directeur vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de directeur vermijdt.
De persoon gelooft dat de winnaar naast de boom openlijk de directeur steunt	De persoon gelooft dat de winnaar naast de boom openlijk de directeur steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de directeur steunt.
De persoon gelooft dat de winnaar naast de boom openlijk de automobilist begrijpt	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist begrijpt.
De persoon gelooft dat de winnaar naast de boom openlijk de automobilist onderzoekt	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist onderzoekt.
De persoon gelooft dat de winnaar naast de boom openlijk de automobilist ziet	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist ziet.
De persoon gelooft dat de winnaar naast de boom openlijk de automobilist bekritiseert	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist bekritiseert.
De persoon gelooft dat de winnaar naast de boom openlijk de automobilist groet	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist groet.
De persoon gelooft dat de winnaar naast de boom openlijk de automobilist vertrouwt	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist vertrouwt.
De persoon gelooft dat de winnaar naast de boom openlijk de automobilist herkent	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist herkent.
De persoon gelooft dat de winnaar naast de boom openlijk de automobilist hoort	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist hoort.
De persoon gelooft dat de winnaar naast de boom openlijk de automobilist verleidt	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist verleidt.
De persoon gelooft dat de winnaar naast de boom openlijk de automobilist stimuleert	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist stimuleert.
De persoon gelooft dat de winnaar naast de boom openlijk de automobilist kent	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist kent.
De persoon gelooft dat de winnaar naast de boom openlijk de automobilist roept	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist roept.
De persoon gelooft dat de winnaar naast de boom openlijk de automobilist mist	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist mist.
De persoon gelooft dat de winnaar naast de boom openlijk de automobilist vermijdt	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist vermijdt.
De persoon gelooft dat de winnaar naast de boom openlijk de automobilist steunt	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de automobilist steunt.
De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer begrijpt	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer begrijpt.
De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer onderzoekt	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer onderzoekt.
De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer ziet	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer ziet.
De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer bekritiseert	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer bekritiseert.
De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer groet	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer groet.
De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer vertrouwt	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer vertrouwt.
De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer herkent	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer herkent.
De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer hoort	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer hoort.
De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer verleidt	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer verleidt.
De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer stimuleert	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer stimuleert.
De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer kent	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer kent.
De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer roept	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer roept.
De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer mist	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer mist.
