agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	number2	number3	completed
De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer vermijdt	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer vermijdt.
De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer steunt	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de toeschouwer steunt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon begrijpt	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon begrijpt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon onderzoekt	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon onderzoekt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon ziet	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon ziet.
De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon bekritiseert	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon bekritiseert.
De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon groet	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon groet.
De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon vertrouwt	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon vertrouwt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon herkent	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon herkent.
De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon hoort	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon hoort.
De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon verleidt	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon verleidt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon stimuleert	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon stimuleert.
De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon kent	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon kent.
De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon roept	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon roept.
De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon mist	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon mist.
De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon vermijdt	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon vermijdt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon steunt	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de persoon steunt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de leider begrijpt	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider begrijpt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de leider onderzoekt	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider onderzoekt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de leider ziet	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider ziet.
De persoon gelooft dat de winnaar naast de boom eigenlijk de leider bekritiseert	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider bekritiseert.
De persoon gelooft dat de winnaar naast de boom eigenlijk de leider groet	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider groet.
De persoon gelooft dat de winnaar naast de boom eigenlijk de leider vertrouwt	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider vertrouwt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de leider herkent	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider herkent.
De persoon gelooft dat de winnaar naast de boom eigenlijk de leider hoort	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider hoort.
De persoon gelooft dat de winnaar naast de boom eigenlijk de leider verleidt	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider verleidt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de leider stimuleert	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider stimuleert.
De persoon gelooft dat de winnaar naast de boom eigenlijk de leider kent	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider kent.
De persoon gelooft dat de winnaar naast de boom eigenlijk de leider roept	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider roept.
De persoon gelooft dat de winnaar naast de boom eigenlijk de leider mist	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider mist.
De persoon gelooft dat de winnaar naast de boom eigenlijk de leider vermijdt	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider vermijdt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de leider steunt	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de leider steunt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever begrijpt	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever begrijpt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever onderzoekt	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever onderzoekt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever ziet	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever ziet.
De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever bekritiseert	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever bekritiseert.
De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever groet	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever groet.
De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever vertrouwt	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever vertrouwt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever herkent	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever herkent.
De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever hoort	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever hoort.
De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever verleidt	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever verleidt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever stimuleert	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever stimuleert.
De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever kent	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever kent.
De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever roept	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever roept.
De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever mist	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever mist.
De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever vermijdt	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever vermijdt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever steunt	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de werkgever steunt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur begrijpt	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur begrijpt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur onderzoekt	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur onderzoekt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur ziet	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur ziet.
De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur bekritiseert	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur bekritiseert.
De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur groet	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur groet.
De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur vertrouwt	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur vertrouwt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur herkent	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur herkent.
De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur hoort	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur hoort.
De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur verleidt	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur verleidt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur stimuleert	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur stimuleert.
De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur kent	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur kent.
De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur roept	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur roept.
De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur mist	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur mist.
De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur vermijdt	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur vermijdt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur steunt	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de directeur steunt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist begrijpt	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist begrijpt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist onderzoekt	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist onderzoekt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist ziet	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist ziet.
De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist bekritiseert	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist bekritiseert.
De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist groet	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist groet.
De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist vertrouwt	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist vertrouwt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist herkent	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist herkent.
De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist hoort	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist hoort.
De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist verleidt	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist verleidt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist stimuleert	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist stimuleert.
De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist kent	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist kent.
De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist roept	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist roept.
De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist mist	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist mist.
De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist vermijdt	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist vermijdt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist steunt	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de automobilist steunt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer begrijpt	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer begrijpt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer onderzoekt	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer onderzoekt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer ziet	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer ziet.
De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer bekritiseert	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer bekritiseert.
De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer groet	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer groet.
De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer vertrouwt	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer vertrouwt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer herkent	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer herkent.
De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer hoort	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer hoort.
De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer verleidt	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer verleidt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer stimuleert	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer stimuleert.
De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer kent	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer kent.
De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer roept	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer roept.
De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer mist	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer mist.
De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer vermijdt	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer vermijdt.
De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer steunt	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom eigenlijk de toeschouwer steunt.
